customer_id,age,gender,location,frequency,avg_order_value,total_spent,avg_session_time_min,pages_viewed,product_category,recency_days,churned
2804,54,Male,Eastern Region,3,5.0,15.0,23.28,4,Books,99,0
2805,56,Male,Greater Accra,2,65.96,131.91,1.65,12,Groceries,12,0
2806,69,Female,Greater Accra,2,19.5,39.01,10.3,5,Books,49,0
2807,46,Male,Greater Accra,1,26.72,26.72,2.1,4,Furniture,112,1
2808,69,Female,Greater Accra,1,52.63,52.63,3.33,3,Groceries,46,0
2809,53,Female,Greater Accra,2,47.91,95.82,1.99,10,Furniture,145,0
2810,55,Female,Ashanti Region,1,42.12,42.12,3.54,4,Furniture,143,1
2811,56,Female,Eastern Region,1,5.92,5.92,0.03,6,Furniture,25,0
2812,67,Male,Northern Region,3,42.5,127.49,2.17,6,Electronics,124,0
2813,54,Male,Eastern Region,2,64.01,128.03,3.54,1,Electronics,52,0
2814,69,Male,Eastern Region,2,26.69,53.38,6.0,5,Electronics,39,0
2815,52,Female,Ashanti Region,1,72.87,72.87,6.09,5,Fashion,89,0
2816,24,Male,Ashanti Region,2,18.18,36.37,5.26,8,Fashion,93,0
2817,44,Female,Ashanti Region,3,40.16,120.49,2.08,5,Groceries,67,0
2818,45,Male,Savana Region,1,78.38,78.38,17.67,7,Electronics,99,1
2819,39,Male,Greater Accra,3,22.97,68.9,2.99,3,Furniture,181,0
2820,31,Male,Greater Accra,3,66.35,199.05,1.47,4,Fashion,123,0
2821,24,Female,Eastern Region,2,89.37,178.73,4.85,5,Furniture,4,0
2822,54,Female,Greater Accra,3,44.28,132.83,8.29,5,Groceries,113,0
2823,39,Male,Western Region,6,26.82,160.95,0.07,8,Furniture,91,0
2824,22,Female,Savana Region,3,20.68,62.04,1.94,8,Electronics,156,0
2825,19,Male,Greater Accra,1,72.62,72.62,10.46,3,Groceries,80,0
2826,44,Female,Greater Accra,2,71.92,143.83,4.24,3,Groceries,126,0
2827,38,Female,Ashanti Region,2,76.23,152.47,3.15,6,Books,0,0
2828,55,Male,Eastern Region,2,39.18,78.36,16.03,6,Groceries,228,0
2829,32,Female,Greater Accra,3,65.95,197.84,0.56,4,Groceries,12,0
2830,38,Male,Northern Region,2,38.78,77.56,5.74,2,Health,119,0
2831,27,Female,Eastern Region,5,17.92,89.62,2.51,8,Electronics,159,0
2832,40,Male,Greater Accra,2,68.1,136.21,0.44,6,Groceries,0,0
2833,56,Female,Greater Accra,0,80.85,0.0,1.44,3,Fashion,593,1
2834,22,Male,Northern Region,0,14.48,0.0,5.93,3,Health,257,1
2835,18,Female,Greater Accra,1,14.01,14.01,0.17,6,Furniture,153,1
2836,30,Female,Savana Region,3,41.0,123.0,5.38,2,Furniture,11,0
2837,38,Female,Ashanti Region,1,63.9,63.9,18.86,11,Fashion,90,0
2838,43,Female,Eastern Region,1,11.65,11.65,9.51,5,Groceries,40,0
2839,67,Female,Savana Region,2,45.68,91.35,2.54,7,Electronics,17,0
2840,62,Male,Savana Region,1,25.24,25.24,0.89,7,Groceries,84,0
2841,38,Male,Ashanti Region,2,57.52,115.04,3.75,4,Electronics,38,0
2842,35,Male,Greater Accra,3,20.05,60.16,2.99,2,Electronics,138,0
2843,54,Female,Northern Region,5,59.3,296.48,21.4,5,Electronics,74,0
2844,62,Male,Ashanti Region,3,36.04,108.13,27.55,3,Fashion,8,0
2845,49,Female,Greater Accra,1,16.57,16.57,3.17,3,Fashion,17,0
2846,53,Female,Western Region,3,41.59,124.78,0.97,7,Electronics,18,0
2847,34,Male,Greater Accra,0,5.0,0.0,14.49,9,Electronics,521,1
2848,52,Male,Greater Accra,5,26.02,130.11,9.47,2,Health,65,0
2849,66,Male,Greater Accra,3,48.44,145.31,4.3,4,Fashion,134,0
2850,28,Male,Eastern Region,1,5.0,5.0,2.73,5,Groceries,54,0
2851,38,Male,Eastern Region,3,5.0,15.0,3.57,3,Electronics,83,0
2852,69,Male,Greater Accra,0,5.0,0.0,13.93,7,Health,167,1
2853,43,Female,Greater Accra,4,73.18,292.71,1.22,8,Groceries,87,0
2854,21,Female,Greater Accra,2,38.08,76.16,9.86,4,Groceries,13,0
2855,51,Male,Northern Region,0,26.69,0.0,0.11,2,Fashion,379,1
2856,69,Male,Greater Accra,0,63.63,0.0,15.2,9,Health,128,1
2857,65,Male,Western Region,1,29.89,29.89,4.16,2,Fashion,115,1
2858,35,Female,Greater Accra,1,46.71,46.71,1.54,5,Groceries,73,0
2859,57,Female,Volta Region,1,40.64,40.64,0.02,2,Groceries,127,1
2860,52,Male,Greater Accra,0,28.23,0.0,4.92,9,Books,671,1
2861,58,Male,Northern Region,2,47.35,94.71,1.68,3,Electronics,17,0
2862,46,Female,Greater Accra,3,59.33,177.99,5.99,4,Electronics,237,0
2863,69,Female,Greater Accra,2,35.38,70.75,1.98,5,Furniture,26,0
2864,46,Male,Savana Region,1,28.49,28.49,0.55,4,Books,98,1
2865,55,Female,Savana Region,3,31.44,94.31,4.22,9,Electronics,4,0
2866,59,Male,Ashanti Region,1,5.0,5.0,4.99,4,Fashion,5,0
2867,38,Male,Northern Region,5,47.08,235.38,3.62,7,Fashion,69,0
2868,59,Female,Eastern Region,2,9.77,19.54,3.68,4,Fashion,36,0
2869,30,Female,Savana Region,2,55.74,111.49,5.34,1,Electronics,127,0
2870,66,Male,Greater Accra,4,37.74,150.96,4.48,4,Health,118,0
2871,58,Female,Ashanti Region,1,42.63,42.63,0.85,5,Electronics,84,0
2872,34,Male,Ashanti Region,0,57.51,0.0,1.32,4,Furniture,207,1
2873,26,Female,Ashanti Region,3,16.84,50.51,0.92,6,Electronics,103,0
2874,58,Male,Western Region,1,49.23,49.23,7.09,5,Groceries,75,0
2875,18,Female,Greater Accra,1,46.69,46.69,4.51,4,Groceries,198,1
2876,19,Female,Greater Accra,4,35.38,141.52,3.37,9,Groceries,69,0
2877,65,Male,Eastern Region,2,16.8,33.59,9.61,2,Groceries,70,0
2878,46,Female,Eastern Region,1,54.88,54.88,2.37,5,Books,137,1
2879,50,Female,Greater Accra,3,57.59,172.76,5.04,7,Fashion,21,0
2880,27,Female,Ashanti Region,1,42.84,42.84,0.46,4,Health,0,0
2881,67,Male,Western Region,3,13.24,39.73,8.18,6,Electronics,75,0
2882,57,Female,Greater Accra,4,26.81,107.26,7.13,9,Furniture,10,0
2883,38,Female,Eastern Region,4,38.49,153.97,9.73,8,Electronics,20,0
2884,45,Male,Northern Region,1,57.21,57.21,12.95,1,Fashion,103,1
2885,28,Female,Ashanti Region,4,5.0,20.0,8.51,4,Furniture,90,0
2886,51,Male,Western Region,0,25.9,0.0,11.17,7,Books,166,1
2887,25,Male,Northern Region,0,29.93,0.0,2.54,8,Fashion,292,1
2888,39,Female,Ashanti Region,0,37.92,0.0,2.52,5,Groceries,248,1
2889,25,Female,Eastern Region,1,7.47,7.47,17.33,8,Health,255,1
2890,66,Female,Northern Region,4,34.56,138.25,14.76,4,Fashion,32,0
2891,32,Male,Eastern Region,1,32.24,32.24,4.77,8,Electronics,23,0
2892,34,Female,Savana Region,2,14.06,28.12,2.74,3,Furniture,154,0
2893,40,Male,Ashanti Region,1,37.05,37.05,12.06,3,Fashion,8,0
2894,41,Male,Greater Accra,5,26.47,132.35,2.34,2,Groceries,26,0
2895,62,Male,Greater Accra,1,52.39,52.39,1.0,6,Electronics,26,0
2896,36,Female,Greater Accra,1,17.87,17.87,6.12,4,Electronics,33,0
2897,22,Female,Greater Accra,2,42.25,84.49,0.26,14,Groceries,113,0
2898,49,Female,Savana Region,2,19.79,39.58,2.86,4,Books,113,0
2899,61,Female,Eastern Region,2,25.01,50.01,9.89,7,Electronics,53,0
2900,18,Male,Eastern Region,2,47.43,94.86,2.1,8,Groceries,287,0
2901,40,Female,Eastern Region,1,45.87,45.87,16.07,4,Furniture,111,1
2902,54,Male,Savana Region,2,29.57,59.15,18.72,7,Health,68,0
2903,25,Male,Ashanti Region,4,33.26,133.06,10.15,4,Fashion,13,0
2904,30,Male,Savana Region,4,5.0,20.0,26.36,3,Books,47,0
2905,25,Female,Ashanti Region,4,75.07,300.28,4.54,2,Electronics,14,0
2906,40,Female,Western Region,4,57.19,228.75,5.05,5,Books,21,0
2907,60,Female,Northern Region,1,56.29,56.29,10.85,8,Health,69,0
2908,18,Male,Greater Accra,6,5.0,30.0,4.07,3,Health,12,0
2909,62,Male,Eastern Region,4,25.11,100.45,3.13,2,Health,5,0
2910,68,Female,Ashanti Region,2,31.64,63.27,5.72,9,Health,45,0
2911,41,Male,Greater Accra,1,5.0,5.0,6.43,2,Health,0,0
2912,52,Female,Eastern Region,1,62.25,62.25,8.34,4,Health,56,0
2913,41,Female,Greater Accra,2,76.35,152.69,6.62,7,Furniture,138,0
2914,34,Male,Greater Accra,4,91.55,366.19,8.22,6,Books,12,0
2915,22,Female,Western Region,2,13.85,27.71,6.74,5,Fashion,28,0
2916,37,Female,Eastern Region,1,42.93,42.93,3.93,4,Groceries,148,1
2917,38,Male,Savana Region,4,73.07,292.28,0.87,5,Groceries,73,0
2918,57,Female,Eastern Region,1,33.66,33.66,9.24,5,Health,8,0
2919,48,Male,Ashanti Region,3,25.83,77.48,0.19,8,Groceries,28,0
2920,63,Female,Ashanti Region,6,5.0,30.0,29.36,3,Electronics,84,0
2921,53,Female,Eastern Region,0,68.32,0.0,10.58,3,Groceries,343,1
2922,28,Female,Volta Region,3,39.52,118.56,6.67,2,Electronics,86,0
2923,69,Female,Greater Accra,3,21.77,65.3,20.4,3,Furniture,36,0
2924,32,Male,Savana Region,2,47.1,94.19,5.69,9,Health,20,0
2925,36,Female,Western Region,0,43.83,0.0,0.35,6,Health,671,1
2926,24,Male,Eastern Region,4,44.21,176.83,4.92,2,Health,56,0
2927,68,Female,Western Region,6,34.57,207.44,1.95,5,Groceries,3,0
2928,45,Female,Ashanti Region,3,80.56,241.68,2.77,5,Electronics,220,0
2929,68,Male,Volta Region,3,36.66,109.98,3.69,6,Furniture,17,0
2930,60,Male,Northern Region,1,80.48,80.48,8.94,6,Furniture,29,0
2931,22,Female,Greater Accra,1,54.1,54.1,4.19,7,Fashion,11,0
2932,22,Female,Western Region,2,48.78,97.56,3.86,2,Fashion,105,0
2933,47,Male,Ashanti Region,2,37.17,74.34,2.16,1,Health,197,0
2934,49,Male,Ashanti Region,2,64.35,128.7,4.66,2,Furniture,14,0
2935,25,Male,Eastern Region,2,42.82,85.65,1.71,4,Groceries,19,0
2936,27,Female,Greater Accra,2,16.7,33.39,1.81,7,Furniture,73,0
2937,55,Male,Ashanti Region,4,15.86,63.45,8.49,6,Groceries,45,0
2938,64,Female,Savana Region,2,50.56,101.12,2.52,6,Electronics,6,0
2939,49,Male,Greater Accra,0,17.32,0.0,0.32,8,Books,678,1
2940,65,Female,Greater Accra,2,38.44,76.89,2.53,5,Fashion,22,0
2941,45,Male,Greater Accra,2,66.43,132.86,6.11,7,Groceries,44,0
2942,34,Female,Ashanti Region,3,47.6,142.8,10.09,7,Groceries,9,0
2943,48,Male,Northern Region,2,21.95,43.89,19.61,5,Groceries,118,0
2944,25,Female,Savana Region,3,75.25,225.75,8.23,5,Electronics,27,0
2945,57,Male,Western Region,2,53.7,107.39,3.36,7,Books,147,0
2946,42,Female,Eastern Region,4,65.44,261.78,2.13,10,Health,1,0
2947,26,Female,Greater Accra,1,5.0,5.0,0.83,6,Health,88,0
2948,19,Male,Western Region,1,48.27,48.27,5.93,1,Furniture,120,1
2949,32,Female,Northern Region,1,61.05,61.05,4.28,5,Groceries,250,1
2950,67,Female,Eastern Region,1,82.51,82.51,6.79,6,Furniture,8,0
2951,20,Male,Northern Region,2,5.0,10.0,1.62,5,Furniture,34,0
2952,66,Male,Western Region,3,70.15,210.46,2.35,2,Groceries,85,0
2953,53,Male,Northern Region,7,81.11,567.77,2.07,5,Groceries,43,0
2954,21,Female,Ashanti Region,3,5.0,15.0,9.59,6,Electronics,103,0
2955,31,Female,Northern Region,2,51.96,103.93,1.13,7,Fashion,247,0
2956,58,Male,Greater Accra,2,55.44,110.88,5.63,3,Groceries,84,0
2957,58,Female,Ashanti Region,2,31.82,63.65,0.32,5,Books,81,0
2958,42,Female,Ashanti Region,1,27.75,27.75,4.78,5,Books,50,0
2959,67,Female,Greater Accra,1,56.7,56.7,0.4,3,Health,37,0
2960,27,Female,Greater Accra,3,24.63,73.88,1.16,3,Fashion,108,0
2961,38,Female,Greater Accra,3,34.57,103.71,0.72,1,Furniture,15,0
2962,53,Female,Eastern Region,3,60.31,180.93,2.55,4,Fashion,118,0
2963,29,Male,Savana Region,2,83.85,167.7,2.53,5,Fashion,108,0
2964,44,Female,Volta Region,4,53.45,213.8,10.51,8,Electronics,80,0
2965,57,Male,Greater Accra,2,43.34,86.67,1.53,4,Electronics,71,0
2966,19,Male,Eastern Region,2,27.09,54.18,0.54,7,Electronics,0,0
2967,30,Male,Western Region,2,14.73,29.47,5.55,3,Groceries,278,0
2968,49,Female,Greater Accra,1,67.74,67.74,6.98,6,Fashion,29,0
2969,48,Female,Northern Region,2,36.16,72.33,2.1,4,Fashion,28,0
2970,33,Male,Northern Region,0,68.77,0.0,5.54,7,Fashion,585,1
2971,49,Male,Greater Accra,3,31.76,95.28,8.98,2,Fashion,16,0
2972,49,Male,Savana Region,3,23.77,71.3,2.56,6,Groceries,183,0
2973,51,Female,Savana Region,3,50.52,151.56,4.47,6,Electronics,29,0
2974,28,Male,Greater Accra,3,38.09,114.26,0.95,4,Electronics,6,0
2975,27,Female,Greater Accra,1,9.86,9.86,0.14,7,Groceries,44,0
2976,32,Male,Greater Accra,1,85.43,85.43,23.9,8,Electronics,73,0
2977,34,Male,Greater Accra,2,24.33,48.65,2.14,4,Groceries,56,0
2978,57,Male,Ashanti Region,2,63.19,126.38,1.96,9,Electronics,182,0
2979,35,Male,Ashanti Region,0,61.05,0.0,21.73,3,Electronics,435,1
2980,26,Female,Greater Accra,0,8.51,0.0,7.82,6,Electronics,563,1
2981,42,Male,Western Region,0,14.94,0.0,5.28,4,Fashion,689,1
2982,57,Male,Ashanti Region,2,32.46,64.92,7.21,1,Fashion,16,0
2983,31,Male,Greater Accra,1,18.36,18.36,7.43,6,Furniture,51,0
2984,42,Male,Greater Accra,3,83.16,249.48,8.65,6,Furniture,168,0
2985,67,Male,Ashanti Region,1,35.0,35.0,0.42,4,Groceries,25,0
2986,39,Male,Ashanti Region,2,62.24,124.49,3.19,8,Fashion,7,0
2987,69,Female,Greater Accra,3,52.84,158.52,2.1,4,Furniture,27,0
2988,47,Female,Greater Accra,1,46.6,46.6,0.44,7,Books,128,1
2989,37,Male,Savana Region,4,41.01,164.03,3.19,7,Electronics,138,0
2990,38,Male,Volta Region,1,70.93,70.93,5.75,4,Electronics,7,0
2991,61,Female,Greater Accra,2,19.37,38.75,1.18,7,Health,86,0
2992,49,Male,Ashanti Region,1,83.16,83.16,2.18,2,Fashion,9,0
2993,68,Male,Eastern Region,4,7.82,31.28,6.12,9,Health,129,0
2994,63,Male,Northern Region,4,59.54,238.15,5.2,5,Fashion,38,0
2995,66,Male,Ashanti Region,0,5.0,0.0,12.19,9,Electronics,620,1
2996,38,Female,Western Region,3,32.11,96.32,9.4,10,Fashion,4,0
2997,52,Male,Eastern Region,1,42.33,42.33,20.22,4,Groceries,4,0
2998,49,Female,Ashanti Region,2,27.83,55.67,5.46,9,Fashion,164,0
2999,47,Male,Eastern Region,0,35.46,0.0,7.19,5,Furniture,279,1
3000,56,Male,Volta Region,2,5.33,10.65,11.82,3,Books,9,0
3001,66,Female,Savana Region,3,15.31,45.94,11.0,3,Furniture,11,0
3002,29,Male,Greater Accra,0,52.46,0.0,7.61,6,Groceries,294,1
3003,58,Female,Greater Accra,4,40.74,162.97,4.16,3,Groceries,46,0
3004,64,Male,Ashanti Region,0,22.74,0.0,1.91,7,Electronics,563,1
3005,35,Female,Greater Accra,6,73.11,438.64,12.58,3,Furniture,50,0
3006,38,Male,Northern Region,4,9.5,38.01,8.99,6,Books,82,0
3007,30,Female,Savana Region,7,30.96,216.72,10.92,2,Groceries,16,0
3008,38,Male,Northern Region,0,27.36,0.0,0.91,5,Fashion,499,1
3009,25,Female,Volta Region,2,55.38,110.75,2.27,5,Fashion,117,0
3010,63,Male,Greater Accra,0,41.2,0.0,3.32,4,Fashion,146,1
3011,57,Female,Savana Region,1,37.3,37.3,10.93,8,Groceries,1,0
3012,63,Male,Northern Region,2,5.0,10.0,13.4,7,Electronics,1,0
3013,24,Female,Ashanti Region,2,61.63,123.25,2.01,4,Fashion,34,0
3014,40,Male,Northern Region,2,34.55,69.11,6.96,4,Furniture,154,0
3015,61,Male,Greater Accra,1,42.89,42.89,0.49,3,Furniture,87,0
3016,49,Male,Northern Region,4,21.29,85.14,3.16,4,Groceries,190,0
3017,28,Male,Ashanti Region,2,17.35,34.71,4.0,3,Groceries,20,0
3018,39,Male,Greater Accra,3,77.48,232.45,8.71,2,Electronics,206,0
3019,39,Female,Eastern Region,2,5.0,10.0,13.35,5,Electronics,45,0
3020,60,Female,Eastern Region,3,13.65,40.94,2.47,8,Health,56,0
3021,42,Male,Greater Accra,1,77.01,77.01,4.5,7,Health,15,0
3022,39,Female,Greater Accra,2,56.02,112.04,6.26,7,Health,37,0
3023,45,Female,Ashanti Region,5,31.86,159.32,2.39,4,Electronics,84,0
3024,46,Male,Eastern Region,3,71.16,213.49,25.42,3,Electronics,25,0
3025,30,Female,Savana Region,2,51.17,102.34,12.51,4,Furniture,4,0
3026,35,Female,Western Region,0,45.82,0.0,2.11,5,Health,408,1
3027,19,Female,Ashanti Region,1,45.64,45.64,4.26,2,Electronics,6,0
3028,46,Male,Northern Region,2,51.63,103.26,1.57,7,Books,60,0
3029,38,Female,Ashanti Region,4,52.64,210.57,4.34,2,Electronics,66,0
3030,32,Male,Northern Region,1,94.9,94.9,6.9,6,Fashion,47,0
3031,69,Male,Greater Accra,5,35.13,175.64,0.54,9,Fashion,4,0
3032,44,Male,Ashanti Region,3,35.9,107.7,12.25,6,Electronics,89,0
3033,67,Female,Eastern Region,2,9.08,18.16,5.4,9,Health,54,0
3034,48,Female,Greater Accra,5,38.7,193.51,27.4,2,Fashion,66,0
3035,32,Female,Northern Region,3,86.57,259.72,0.16,4,Electronics,0,0
3036,68,Female,Savana Region,1,64.61,64.61,10.68,4,Electronics,5,0
3037,40,Male,Ashanti Region,2,26.41,52.82,9.42,5,Fashion,76,0
3038,41,Male,Ashanti Region,3,40.75,122.25,0.86,4,Electronics,67,0
3039,61,Male,Savana Region,0,7.59,0.0,2.45,6,Electronics,652,1
3040,30,Male,Northern Region,2,15.77,31.54,12.97,5,Electronics,37,0
3041,39,Female,Greater Accra,3,43.74,131.21,4.38,3,Electronics,5,0
3042,60,Female,Greater Accra,2,27.64,55.28,3.08,6,Books,24,0
3043,54,Male,Eastern Region,0,13.89,0.0,14.15,5,Fashion,464,1
3044,50,Male,Eastern Region,1,52.25,52.25,0.59,5,Groceries,95,1
3045,20,Male,Greater Accra,1,37.94,37.94,3.84,5,Groceries,12,0
3046,36,Male,Greater Accra,2,5.0,10.0,6.34,3,Health,62,0
3047,40,Female,Western Region,2,5.0,10.0,5.63,8,Electronics,34,0
3048,46,Female,Northern Region,3,25.75,77.25,1.84,8,Furniture,12,0
3049,47,Female,Volta Region,4,5.0,20.0,4.97,4,Fashion,30,0
3050,56,Male,Northern Region,2,5.0,10.0,7.4,2,Furniture,6,0
3051,61,Male,Western Region,0,68.22,0.0,5.28,6,Fashion,628,1
3052,64,Male,Greater Accra,0,37.56,0.0,6.92,7,Electronics,554,1
3053,42,Female,Northern Region,3,33.36,100.09,1.77,9,Groceries,79,0
3054,54,Female,Greater Accra,2,35.29,70.58,10.73,7,Electronics,114,0
3055,64,Male,Eastern Region,1,11.55,11.55,3.58,5,Health,15,0
3056,25,Female,Ashanti Region,5,50.27,251.37,26.16,7,Electronics,6,0
3057,59,Male,Greater Accra,1,36.73,36.73,0.14,4,Groceries,0,0
3058,33,Female,Savana Region,3,21.06,63.19,2.87,8,Groceries,78,0
3059,25,Female,Savana Region,4,24.81,99.24,1.19,6,Electronics,103,0
3060,18,Female,Greater Accra,4,9.31,37.25,4.87,2,Books,12,0
3061,61,Female,Eastern Region,6,29.84,179.06,1.67,5,Fashion,39,0
3062,22,Male,Ashanti Region,1,34.01,34.01,8.02,4,Books,52,0
3063,20,Male,Ashanti Region,4,29.19,116.77,12.82,4,Electronics,190,0
3064,18,Male,Savana Region,4,41.38,165.52,1.42,5,Groceries,147,0
3065,21,Male,Greater Accra,1,38.04,38.04,1.05,6,Electronics,0,0
3066,57,Female,Western Region,1,45.77,45.77,12.49,4,Fashion,3,0
3067,52,Female,Greater Accra,3,63.58,190.73,2.69,6,Fashion,191,0
3068,49,Male,Eastern Region,7,54.83,383.78,3.42,4,Fashion,3,0
3069,59,Female,Eastern Region,7,63.86,447.05,1.5,4,Fashion,52,0
3070,51,Male,Greater Accra,1,18.81,18.81,3.32,8,Groceries,4,0
3071,60,Male,Greater Accra,2,27.28,54.57,1.58,4,Health,65,0
3072,42,Male,Savana Region,3,56.34,169.02,6.58,4,Fashion,12,0
3073,27,Male,Northern Region,2,56.79,113.57,4.15,5,Furniture,2,0
3074,38,Male,Greater Accra,4,23.03,92.14,9.31,4,Fashion,19,0
3075,63,Male,Ashanti Region,3,55.29,165.87,2.25,4,Furniture,45,0
3076,56,Male,Greater Accra,0,16.41,0.0,4.23,5,Electronics,556,1
3077,44,Female,Greater Accra,1,52.03,52.03,1.8,3,Health,4,0
3078,44,Male,Ashanti Region,1,39.34,39.34,16.35,10,Groceries,78,0
3079,19,Male,Greater Accra,4,5.39,21.56,4.43,5,Furniture,102,0
3080,58,Male,Savana Region,5,29.15,145.74,1.14,7,Groceries,8,0
3081,65,Female,Northern Region,2,94.56,189.11,1.91,3,Books,68,0
3082,30,Male,Western Region,2,45.07,90.14,0.52,4,Books,152,0
3083,26,Female,Northern Region,6,97.51,585.07,0.17,2,Groceries,17,0
3084,69,Female,Western Region,2,5.0,10.0,4.48,10,Furniture,52,0
3085,53,Female,Eastern Region,3,58.77,176.31,2.47,6,Furniture,19,0
3086,39,Female,Eastern Region,2,5.0,10.0,19.91,6,Furniture,89,0
3087,59,Male,Volta Region,5,39.99,199.97,1.13,5,Furniture,52,0
3088,43,Male,Eastern Region,0,55.78,0.0,9.48,5,Groceries,467,1
3089,29,Male,Greater Accra,0,60.95,0.0,2.28,9,Books,142,1
3090,34,Female,Northern Region,0,20.02,0.0,1.52,6,Electronics,591,1
3091,31,Male,Western Region,1,65.98,65.98,20.97,2,Electronics,1,0
3092,31,Male,Savana Region,3,26.66,79.97,9.73,2,Electronics,13,0
3093,51,Female,Eastern Region,1,35.9,35.9,5.98,5,Health,26,0
3094,37,Male,Eastern Region,3,29.17,87.5,7.17,6,Fashion,176,0
3095,28,Female,Volta Region,1,11.59,11.59,28.52,7,Furniture,55,0
3096,33,Female,Greater Accra,3,79.24,237.73,5.4,5,Furniture,336,0
3097,68,Male,Eastern Region,1,41.2,41.2,0.64,6,Health,22,0
3098,48,Male,Greater Accra,4,67.18,268.73,0.4,10,Furniture,152,0
3099,23,Male,Eastern Region,1,66.12,66.12,6.59,6,Groceries,71,0
3100,36,Female,Eastern Region,6,15.8,94.81,6.43,5,Electronics,130,0
3101,54,Female,Greater Accra,6,70.4,422.42,8.27,4,Groceries,153,0
3102,21,Female,Greater Accra,3,52.59,157.76,0.69,3,Electronics,36,0
3103,64,Female,Eastern Region,1,13.98,13.98,17.39,4,Health,123,1
3104,21,Female,Greater Accra,1,51.22,51.22,4.81,1,Groceries,245,1
3105,37,Male,Greater Accra,2,14.43,28.85,6.29,7,Electronics,65,0
3106,27,Male,Savana Region,2,80.16,160.32,0.21,5,Electronics,17,0
3107,41,Female,Greater Accra,0,60.34,0.0,19.46,6,Fashion,521,1
3108,52,Male,Ashanti Region,2,38.22,76.44,4.96,2,Electronics,83,0
3109,43,Male,Western Region,1,71.62,71.62,4.97,3,Groceries,23,0
3110,54,Female,Greater Accra,5,5.0,25.0,17.25,4,Books,31,0
3111,55,Male,Ashanti Region,1,21.27,21.27,15.9,4,Groceries,44,0
3112,38,Female,Eastern Region,1,33.69,33.69,1.49,3,Electronics,145,1
3113,57,Female,Northern Region,2,95.89,191.78,16.05,4,Furniture,74,0
3114,56,Male,Western Region,0,13.24,0.0,8.0,3,Health,147,1
3115,38,Female,Western Region,1,5.0,5.0,0.11,3,Books,20,0
3116,27,Male,Northern Region,3,5.0,15.0,1.65,3,Electronics,2,0
3117,55,Male,Greater Accra,0,62.66,0.0,3.2,7,Furniture,244,1
3118,63,Male,Greater Accra,4,25.15,100.58,5.25,8,Furniture,24,0
3119,21,Male,Ashanti Region,1,36.02,36.02,7.25,7,Fashion,79,0
3120,62,Male,Greater Accra,0,59.07,0.0,1.42,4,Furniture,589,1
3121,37,Male,Northern Region,4,36.05,144.19,10.87,4,Fashion,44,0
3122,34,Male,Eastern Region,3,45.1,135.31,11.21,6,Fashion,39,0
3123,24,Male,Greater Accra,1,53.38,53.38,6.05,7,Electronics,5,0
3124,21,Female,Savana Region,3,29.23,87.7,15.24,4,Furniture,45,0
3125,46,Female,Greater Accra,2,35.84,71.68,10.06,3,Health,7,0
3126,31,Male,Ashanti Region,3,46.05,138.15,1.5,6,Electronics,34,0
3127,20,Male,Eastern Region,1,61.7,61.7,9.62,1,Groceries,5,0
3128,41,Male,Ashanti Region,1,20.19,20.19,18.37,6,Fashion,53,0
3129,54,Male,Ashanti Region,2,5.0,10.0,0.89,10,Fashion,3,0
3130,33,Female,Greater Accra,1,56.99,56.99,23.09,2,Books,59,0
3131,69,Female,Ashanti Region,6,63.19,379.16,0.15,7,Groceries,73,0
3132,21,Male,Northern Region,3,45.0,135.0,4.43,9,Groceries,50,0
3133,41,Male,Western Region,5,46.71,233.54,8.92,8,Groceries,38,0
3134,51,Male,Ashanti Region,1,25.89,25.89,9.38,4,Fashion,3,0
3135,47,Female,Ashanti Region,1,52.5,52.5,7.96,6,Groceries,0,0
3136,35,Male,Northern Region,3,61.33,183.99,4.52,5,Furniture,25,0
3137,36,Female,Western Region,0,41.41,0.0,6.32,4,Health,295,1
3138,48,Female,Greater Accra,1,102.28,102.28,7.22,6,Furniture,32,0
3139,36,Male,Ashanti Region,0,5.0,0.0,4.09,6,Groceries,177,1
3140,66,Female,Savana Region,2,44.07,88.15,5.43,5,Health,8,0
3141,63,Female,Eastern Region,2,10.64,21.28,11.24,10,Health,69,0
3142,36,Female,Greater Accra,2,62.0,123.99,2.25,4,Fashion,51,0
3143,39,Male,Eastern Region,1,5.0,5.0,4.44,9,Fashion,10,0
3144,41,Male,Greater Accra,1,6.65,6.65,0.05,5,Health,84,0
3145,62,Female,Ashanti Region,1,24.17,24.17,6.98,5,Electronics,106,1
3146,29,Female,Ashanti Region,1,46.65,46.65,1.3,7,Fashion,15,0
3147,47,Female,Savana Region,1,25.11,25.11,3.94,6,Electronics,60,0
3148,55,Female,Ashanti Region,0,25.36,0.0,1.42,5,Electronics,711,1
3149,48,Female,Greater Accra,2,35.48,70.96,0.14,3,Groceries,28,0
3150,53,Female,Greater Accra,3,33.94,101.83,3.96,9,Books,26,0
3151,36,Male,Savana Region,2,77.19,154.37,3.32,6,Electronics,75,0
3152,65,Female,Greater Accra,6,57.15,342.89,3.32,1,Groceries,41,0
3153,62,Female,Ashanti Region,2,31.89,63.77,1.41,5,Fashion,4,0
3154,53,Female,Greater Accra,7,92.43,646.98,17.65,3,Groceries,144,0
3155,47,Female,Northern Region,0,52.29,0.0,0.02,5,Groceries,669,1
3156,66,Male,Ashanti Region,2,15.78,31.55,13.33,3,Groceries,33,0
3157,50,Female,Ashanti Region,2,46.41,92.83,8.01,3,Electronics,0,0
